Owner,Situs Address,ZIP,Parcel ID,Geo ID,Land Type,Acres,Market Value
PSOF AUSTIN HOTEL OWNER LLC,W 213 5 ST   TX 78701,78701,194316,0206011701,COMMERCIAL IMPROVED,0.13519999,"$3,001,987"
PSOF AUSTIN PROPCO LLC,  1701 LAVACA ST   TX 78701,78701,827074,0210022908,COMMERCIAL IMPROVED,0.40689999,"$31,958,034"
QUIET LAKE LLC,W 503 17 ST   TX 78701,78701,199756,0210021009,COMMERCIAL RES CONVERSION,0.1489,"$2,071,821"
QUIET LAKE LLC,  1610 SAN ANTONIO ST   TX 78701,78701,199757,0210021010,COMMERCIAL RES CONVERSION,0.1426,"$1,802,568"
QUIET LAKE LLC,  1606 SAN ANTONIO ST   TX 78701,78701,199758,0210021011,COMMERCIAL RES CONVERSION,0.13519999,"$1,716,758"
RAINEY HOUSE LLC,  77 RAINEY ST   TX 78701,78701,190888,0203031007,COMMERCIAL RES CONVERSION,0.1763,"$2,729,104"
RAMZI CORP,E 304 6 ST   TX 78701,78701,194511,0206031713,COMMERCIAL IMPROVED,0.0676,"$2,086,700"
RAMZI CORP,E 302 6 ST   TX 78701,78701,194512,0206031714,COMMERCIAL IMPROVED,0.057,"$1,968,697"
RANCHY MCRANCHFACE LLC,  1614 LAVACA ST   TX 78701,78701,199845,0210022208,COMMERCIAL IMPROVED,0.118,"$3,877,788"
RANCHY MCRANCHFACE LLC &,  1616 LAVACA ST   TX 78701,78701,199844,0210022207,COMMERCIAL IMPROVED,0.0661,"$1,391,773"
RATR INC,E 419 6 ST   TX 78701,78701,194526,0206040108,COMMERCIAL IMPROVED,0.0852,"$2,858,581"
RED BUFFALO PROPERTIES LLC-WEST SERIES,  1100 WEST AVE AUSTIN TX 78701,78701,196640,0208000914,COMMERCIAL RES CONVERSION,0.18520001,"$1,376,000"
RITTENHOUSE REVOCABLE TRUST,  1106 WEST AVE AUSTIN TX 78701,78701,196637,0208000911,COMMERCIAL RES CONVERSION,0.1366,"$1,043,868"
RIVER & RAINEY VENTURE LLC,  700 RIVER ST   TX 78701,78701,190882,0203031001,COMMERCIAL IMPROVED,0.54049999,"$15,217,964"
RMM FAMILY PARTNERSHIP,  714 RED RIVER ST   TX 78701,78701,194596,0206040706,COMMERCIAL IMPROVED,0.0396,"$365,279"
ROCKAFELLOW PROPERTIES LLC &,W 504 7 ST   TX 78701,78701,194258,0206010506,COMMERCIAL IMPROVED,0.1469,"$2,230,600"
RUGGLES SMITH HOUSE LLC,  1600 RIO GRANDE ST   TX 78701,78701,202080,0211010903,SINGLE FAMILY RESIDENCE,0.25,"$2,702,019"
S/H AUSTIN PARTNERSHIP,  303 COLORADO ST   TX 78701,78701,192785,0205020102,COMMERCIAL IMPROVED,0.92940003,"$239,000,000"
SAME SAME LLC,W 405 14 ST   TX 78701,78701,199801,0210021303,COMMERCIAL RES CONVERSION,0.20280001,"$3,670,000"
SAN ANTONIO ST PARTNERS LLC,  1402 SAN ANTONIO ST   TX 78701,78701,199735,0210020806,COMMERCIAL RES CONVERSION,0.13519999,"$2,209,770"
SCHULTZ ENTERPRISE LLC,E 407 6 ST   TX 78701,78701,194522,0206040104,COMMERCIAL IMPROVED,0.097,"$2,700,000"
SEJ ASSET MGMT & INVSTMNT CO,W 408 15 ST   TX 78701,78701,199810,0210021501,COMMERCIAL IMPROVED,0.2237,"$3,003,481"
SETTLERS LANDING LTD,  1704 SAN ANTONIO ST   TX 78701,78701,199775,0210021107,COMMERCIAL RES CONVERSION,0.0646,"$1,511,716"
SETTLERS LANDING LTD,  1702 SAN ANTONIO ST   TX 78701,78701,199776,0210021108,COMMERCIAL RES CONVERSION,0.1234,"$2,167,737"
SETTLERS LANDING LTD,W 502 17 ST   TX 78701,78701,199777,0210021109,MULTIFAMILY,0.1763,"$1,774,980"
SHEFFIELD PARTNERS LTD,  301 LAVACA ST   TX 78701,78701,194309,0206011601,COMMERCIAL IMPROVED,0.27399999,"$7,300,000"
SHELLEY PROPERTIES LLC,W 305 13 ST   TX 78701,78701,196872,0208011502,COMMERCIAL RES CONVERSION,0.169,"$2,440,817"
SHOAL CREEK DEVELOPMENT LLC,  1507 SHOAL CREEK BLVD   TX 78701,78701,202059,0211010721,DUPLEX,0.33199999,$0
SHOAL CREEK DEVELOPMENT LLC,  1511 SHOAL CREEK BLVD   TX 78701,78701,202060,0211010722,FOUR-PLEX,0.32699999,$0
SHOAL CREEK DEVELOPMENT LLC,  1601 SHOAL CREEK BLVD   TX 78701,78701,202061,0211010723,SINGLE FAMILY RESIDENCE,0.27599999,$0
SHOAL CREEK DEVELOPMENT LLC,  1603 SHOAL CREEK BLVD   TX 78701,78701,202062,0211010724,SINGLE FAMILY RESIDENCE,0.40099999,$0
SHOAL CREEK DEVELOPMENT LLC,  1509 SHOAL CREEK BLVD   TX 78701,78701,202067,0211010729,FOUR-PLEX,0.227,$0
SHOAL CREEK WALK LTD,W 835 6 ST   TX 78701,78701,105388,0107000919,COMMERCIAL IMPROVED,0.95090002,"$112,375,835"
SHOAL CREEK WALK LTD,  501 BOWIE ST   TX 78701,78701,973572,0107000921,COMMERCIAL IMPROVED,1.76339996,"$85,960,239"
SHR FS AUSTIN LLC,  98 SAN JACINTO BLVD   TX 78701,78701,192836,0205020813,COMMERCIAL IMPROVED,2.18499994,"$180,224,000"
SIEMES PROPERTIES LLC,  607 CONGRESS AVE   TX 78701,78701,194404,0206030702,COMMERCIAL IMPROVED,0.0528,"$1,523,100"
SILVER TONGUE LLC,W 602 11 ST   TX 78701,78701,196706,0208001711,COMMERCIAL IMPROVED,0.2534,"$2,743,383"
SIMMS & STEIN FAMILY TRUST,  1002 RIO GRANDE ST   TX 78701,78701,196673,0208001208,COMMERCIAL RES CONVERSION,0.20280001,"$1,701,961"
SIX-TEN-TWELVE-SIXTEEN NUECES LLC,W 616 7 ST   TX 78701,78701,807119,0107000709,COMMERCIAL IMPROVED,0,"$2,500,000"
SIXSITE LLC,N 517 INTERSTATE HY 35     TX 78701,78701,191643,0204050509,VACANT LOT,0.1194,"$988,000"
SIXTH & LAVACA 2018 LP,W 305 6 ST   TX 78701,78701,194291,0206011307,COMMERCIAL IMPROVED,0.20280001,"$3,783,551"
SIXTH & LAVACA 2018 LP,W 301 6 ST   TX 78701,78701,194292,0206011308,COMMERCIAL IMPROVED,0.13519999,"$2,654,529"
SIXTH EAST HOLDINGS LLC,E 403 6 ST   TX 78701,78701,194521,0206040103,COMMERCIAL IMPROVED,0.094,"$2,200,000"
SKYHOUSE AUSTIN LLC,  51 RAINEY ST   TX 78701,78701,190868,0203030908,MULTIFAMILY,1.53110003,"$137,000,000"
SKYHOUSE AUSTIN LLC,  56 RAINEY ST   TX 78701,78701,499202,0203030412,VACANT LOT,0.0733,"$1,117,550"
SL RED RIVER LP,E 504 5 ST   TX 78701,78701,194577,0206040514,COMMERCIAL IMPROVED,0.60799998,"$13,781,930"
SLINGSHOT PROPERTIES LLC,  1802 LAVACA ST   TX 78701,78701,199866,0210022406,COMMERCIAL RES CONVERSION,0.1584,"$3,688,916"
SPINNAKER INSURANCE COMPANY,E 701 5 ST AUSTIN TX 78701,78701,191632,0204041901,COMMERCIAL IMPROVED,0.20280001,"$18,493,840"
SRPF B PECAN STREET II LP,E 201 6 ST   TX 78701,78701,194454,0206031102,COMMERCIAL IMPROVED,0.2703,"$6,133,027"
SRPF B PECAN STREET III LP,  609 RED RIVER ST   TX 78701,78701,194620,0206041103,COMMERCIAL IMPROVED,0.14569999,"$1,834,846"
SRPF B PECAN STREET III LP,  615 RED RIVER ST   TX 78701,78701,194621,0206041104,COMMERCIAL IMPROVED,0.1109,"$1,175,000"
SRPF B/PECAN STREET II LP,E 518 6 ST   TX 78701,78701,194585,0206040607,COMMERCIAL IMPROVED,0.0676,"$914,413"
SRPF B/PECAN STREET II LP,E 516 6 ST   TX 78701,78701,194586,0206040608,COMMERCIAL IMPROVED,0.0676,"$975,786"
SRPF B/PECAN STREET II LP,E 514 6 ST   TX 78701,78701,194587,0206040609,COMMERCIAL IMPROVED,0.0676,"$952,901"
SRPF B/PECAN STREET II LP,E 500 6 ST   TX 78701,78701,194589,0206040611,COMMERCIAL IMPROVED,0.0676,"$1,614,000"
SRPF B/PECAN STREET II LP,  600 SABINE ST   TX 78701,78701,194626,0206041110,COMMERCIAL IMPROVED,0.13519999,"$1,801,209"
SRPF B/PECAN STREET II LP,E 616 6 ST   TX 78701,78701,194627,0206041111,COMMERCIAL IMPROVED,0.0646,"$704,145"
SRPF B/PECAN STREET II LP,E 618 6 ST   TX 78701,78701,194632,0206041116,COMMERCIAL IMPROVED,0.0676,"$714,867"
SRPF B/PECAN STREET II LP,E 709 6 ST   TX 78701,78701,194664,0206041504,COMMERCIAL IMPROVED,0.0912,"$1,985,000"
SRPF B/PECAN STREET III LP,E 511 6 ST   TX 78701,78701,194570,0206040507,COMMERCIAL IMPROVED,0.0421,$0
SRPF B/PECAN STREET III LP,E 509 6 ST   TX 78701,78701,194578,0206040516,COMMERCIAL IMPROVED,0.0468,$0
SRPF B/PECAN STREET III LP,E 513 6 ST   TX 78701,78701,194579,0206040517,COMMERCIAL IMPROVED,0.06,$0
SRPF B/PECAN STREET III LP,  617 RED RIVER ST   TX 78701,78701,194622,0206041105,COMMERCIAL IMPROVED,0.0729,"$574,733"
SRPF B/PECAN STREET III LP,E 711 6 ST   TX 78701,78701,194665,0206041505,COMMERCIAL IMPROVED,0.054,"$800,000"
